"Title","AuthorFirst","AuthorMiddle","AuthorLast","Quotation","QuoteYear","QuoteSource","Context","Notes","UsedDate","ID"
,"Gilbert","Keith","Chesterton","The truth is, of course, that the curtness of the Ten Commandments is an evidence, not of the gloom and narrowness of a religion, but, on the contrary, of its liberality and humanity. It is shorter to state the things forbidden than the things permitted: precisely because most things are permitted, and only a few things are forbidden.",1920,"ILN 1-3-20",,,,559
,"Gilbert","Keith","Chesterton","The whole truth is generally the ally of virtue; a half-truth is always the ally of some vice.",1910,"ILN, 6/11/10",,,,560
,"Gilbert","Keith","Chesterton","There are some desires that are not desirable.",,"Orthodoxy",,,,561
,"Gilbert","Keith","Chesterton","[No society can survive the socialist] fallacy that there is an absolutely unlimited number of inspired officials and an absolutely unlimited amount of money to pay them.",1935,"The Debate with Bertrand Russell, BBC Magazine, 11/27/35",,,,562
,"Gilbert","Keith","Chesterton","Courage is almost a contradiction in terms. It means a strong desire to live taking the form of a readiness to die.",,"Orthodoxy",,"Analogous to the readiness to: …sacrifice, take risks, open yourself up to failure or embarrassment, etc.",,563
,"Amelia",,"Earhart","The most effective way to do it, is to do it.",,,,"An argument could be made that this philosophy led to her disappearing without chance of rescue when failing to be the first woman to fly around the globe.",,564
,"Bob",,"Iger","People don't like to follow pessimists.",,"Bloomberg QoD 5-6-2016",,,,565
,"Bertrand",,"Russell","The whole problem with the world is that fools and fanatics are so certain of themselves and wiser people so full of doubts.",,,,,8/9/2021 0:00:00,566
,,,"Socrates","Beware the barrenness of a busy life.",,"Bloomberg QoD 5-11-2016",,,,567
,,,"Ovid","Fortune and love favor the brave.",,"Bloomberg QoD 5-17-2016",,,,568
,,,"Anonymous","In theory, theory and practice are the same. In practice, they are not.",,,,,,569
,"Winston","S","Churchill","I pass with relief from the tossing sea of Cause and Theory to the firm ground of Result and Fact.",,"The Story of the Malakand Field Force",,,,570
,"Criss",,"Jami","Absurdity is the ecstasy of intellectualism.",,,,,,571
,"Ernst","F","Schumacher","An ounce of practice is generally worth more than a ton of theory.",,"Small Is Beautiful: A Study of Economics as if People Mattered",,,,572
,"Mark",,"Twain","How empty is theory in the presence of fact!",,,,,,573
,"Richard",,"Feynman","It doesn't matter how beautiful your theory is, it doesn't matter how smart you are. If it doesn't agree with experiment, it's wrong.",,,,,,574
,"Ralph",,"Hodgson","Some things have to be believed to be seen.",,"Bloomberg QoD 6-27-2016",,,,575
,"Joseph","Alois","Schumpeter","For the duration of its collective life, or the time during which its identity may be assumed, each class resembles a hotel or an omnibus, always full, but always of different people.",,,,"Bill Gross paraphrased as: ""top-dollar rooms in capitalism’s grand hotel are always occupied, but not by the same occupants.""",,576
,"Winston",,"Churchill","However beautiful the strategy, you should occasionally look at the results.",,,,,,577
,"Brianna",,"Wiest","People usually can’t differentiate what they really love and what they love the idea of.",2016,"https://medium.com/personal-growth/youre-not-meant-to-do-what-you-love-you-re-meant-to-do-what-you-re-good-at-4e8e6b8e929d#.wvv9bzcid",,,,578
,"Brianna",,"Wiest","...The real joy of daily work is in what we have to give. We are not fulfilled by what we can seek to please us, but what we can build and offer. It is not fame, or money, or recognition that makes for a thoroughly meaningful life, it is how we put our gifts to use. ...""Do what you have to give.""",2016,"https://medium.com/personal-growth/youre-not-meant-to-do-what-you-love-you-re-meant-to-do-what-you-re-good-at-4e8e6b8e929d#.wvv9bzcid",,,,579
,"Tim",,"Keller","Our character is mainly shaped by our primary social community -- the  people with whom we eat, play, converse, and study.",2015,"http://dailykeller.com/character-and-community/ 9-12-2015",,,,580
,,,"Augustine","For when we ask whether somebody is a good person, we are not asking what he believes or hopes for, but what he loves.",,"Tim Keller in Making Sense of God: An Invitation to the Skeptical",,,,581
,"Tim",,"Keller","For Augustine, what we call human virtues are nothing more than forms of love. Courage is loving your neighbor’s well-being more than your own safety. Honesty is loving your neighbor’s interests more than your own, even when the truth will put you at a disadvantage. And because Jesus himself said that all God’s law comes down to loving God and your neighbor (Matthew 22:36-40), Augustine believed all sin was ultimately a lack of love.",,"Making Sense of God: An Invitation to the Skeptical",,"Referring to Augustine's quote: ""For when we ask whether somebody is a good person, we are not asking what he believes or hopes for, but what he loves.""",7/15/2019 0:00:00,582
,"Clive","S.","Lewis","Crying is all right in its way while it lasts. But you have to stop sooner or later, and then you still have to decide what to do.",,"The Silver Chair",,,,583
,"George","Bernard","Shaw","The reasonable man adapts himself to the world; the unreasonable one persists in trying to adapt the world to himself. Therefore all progress depends on the unreasonable man.",,,,,,584
"Mr.","Howard",,"Simons","These aren't GDP futures you're trading",2003,"https://www.thestreet.com/story/10102455/1/these-arent-gdp-futures-youre-trading.html","Referring to the stock market.","These Aren't GDP Futures You're Trading, Howard Simons, Jul 22, 2003 3:15 PM EDT. TheStreet.com, viewed at https://www.thestreet.com/story/10102455/1/these-arent-gdp-futures-youre-trading.html at 11:55 AM ET on 12-5-2016.",,585
,"Edmund","Alexander","Parkes","Parts, when used, grow; when not used, waste and become small. The conditions of growth are that a part shall be exercised, and shall be supplied with food. This is true not only of every muscle and nerve in our body, but of mental and moral qualities.",1876,"On Personal Care of Health",,,1/3/2017 0:00:00,586
,"Thomas",,"Sowell","It takes considerable knowledge just to realize the extent of your own ignorance.",,,,,,587
,"Thomas",,"Sowell","Socialism in general has a record of failure so blatant that only an intellectual could ignore or evade it.",,,,,,588
,"Thomas",,"Sowell","Each new generation born is in effect an invasion of civilization by little barbarians, who must be civilized before it is too late.",,,,,,589
,"Thomas",,"Sowell","Some of the biggest cases of mistaken identity are among intellectuals who have trouble remembering that they are not God.",,,,,,590
,"Thomas",,"Sowell","The problem isn't that Johnny can't read. The problem isn't even that Johnny can't think. The problem is that Johnny doesn't know what thinking is: he confuses it with feeling.",,,,,,591
,"Thomas",,"Sowell","The black family survived centuries of slavery and generations of Jim Crow, but it has disintegrated in the wake of the liberals' expansion of the welfare state.",,,,,,592
,"Thomas",,"Sowell","Since this is an era when many people are concerned about 'fairness' and 'social justice,' what is your 'fair share' of what someone else has worked for?",,,,,,593
,"Colin",,"Powell","If you are going to achieve excellence in big things, you must first develop the habit in little matters. Excellence is not an exception; it is a prevailing attitude.",,,,"Compare to Luke 16:10-11.",3/27/2017 0:00:00,594
,"Edmund","Alexander","Parkes","Parts, when used, grow; when not used, waste and become small. The conditions of growth are that a part shall be exercised, and shall be supplied with food. This is true not only of every muscle and nerve in our body, but of mental and moral qualities.",1876,"On Personal Care of Health",,,,595
,"Jack",,"Simpson","If you’re always starting interesting projects and not finishing, then no matter how hard you work, you’re just busy, not productive.",2017,"http://www.jacksimpson.co/finishing-being-productive-busy/",,"Viewed on 1-18-2017",,596
,,,"Anonymous","Creative people don’t make mistakes. We make discoveries.",,,,,,597
,"Walter","V (Vic)","Albrecht","The best advice I've received is, ‘It's amazing what you can accomplish when you don't know what you can’t do.’ Too often people feel artificially constrained either by bureaucracy, or by their position in the organization, or by budget limitations, or even by self-doubt.",2017,"Wells Fargo Corporate Risk email asking leaders about the best advice they ever received.","Vic was Group Risk Officer, Wells Fargo Community Banking at the time.",,3/6/2017 0:00:00,598
,"Scott",,"Griffey","Keep it simple. Make sure your message is easily understood and tailored to the audience. Get to the point. When communicating, you need to clearly identify the key topic you’re representing. Too often we see decks or hear presentations that lose the topic in other information that may be interesting but is a distraction from the point that you are trying to make.",2017,"Wells Fargo Corporate Risk email asking leaders about the best advice they ever received.","Scott was Head of Corporate Credit Consulting and Services, Corporate Credit and Market Risk at Wells Fargo at the time.",,,599
,"Mary","Wollstonecraft","Shelley","No man chooses evil because it is evil; he only mistakes it for happiness, the good he seeks.",,,,,,600
,"Toni",,"Morrison","Everything I’ve ever done, in the writing world, has been to expand articulation, rather than to close it, to open doors, sometimes, not even closing the book -- leaving the endings open for reinterpretation, revisitation, a little ambiguity.",1998,"Salon interview, 2-2-1998, http://www.salon.com/1998/02/02/cov_si_02int/","Being interviewed about her book Paradise she was asked ""Why distance oneself from feminism?""",,,601
,"Jeff",,"Bezos","Most decisions should probably be made with somewhere around 70% of the information you wish you had. If you wait for 90%, in most cases, you're probably being slow.",2017,"Annual  letter to shareholders 2017",,"I got the quote from http://www.businessinsider.com/jeff-bezos-explains-the-perfect-way-to-make-risky-business-decisions-2017-4. Also from the article/letter:
1. Learn to work with just enough data, aiming for most of what you need (70%) instead of gunning for near certainty (90%).
2. Get comfortable with uncertainty by staying flexible after the decision is made. ""Many decisions are reversible, two-way doors,"" he said. For those decisions that can be easily undone, use ""a light-weight process."" He wrote that you can tell if it's a lightweight decision by answering the question ""So what if you're wrong?""
3. Instead of focusing on avoiding mistakes by making perfect decisions, become a master of ""quickly recognizing and correcting bad decisions. If you're good at course correcting, being wrong may be less costly than you think, whereas being slow is going to be expensive for sure.""
4. Finally, for the biggies -- those decisions that are not reversible or that have a big effect on customers, employees, or partners -- turn the idea of buy-in/approval on its head. Go with ""disagree and commit. If you have conviction on a particular direction even though there's no consensus, it's helpful to say, 'Look, I know we disagree on this but will you gamble with me on it? Disagree and commit?'""",8/20/2018 0:00:00,602
,"Arno",,"Penzias","If I had no other data than the early chapters of Genesis, some of the Psalms, and other passages of Scripture, I would have arrived at essentially the same picture of the origin of the universe, as is indicated by the scientific data.",,,,"Shared the 1978 Nobel Prize for discovering microwaves in space -- patterns that physicists have interpreted as showing that the universe was created from nothing.",8/12/2019 0:00:00,603
,"Eleanor",,"Roosevelt","Learn from the mistakes of others. You can't live long enough to make them all yourself.",,,,,,604
,,,"Anonymous","The next time you feel like complaining, remember: Your garbage disposal probably eats better than thirty percent of the people in this world.",,,,,,605
,"Noam",,"Chomsky","The smart way to keep people passive and obedient is to strictly limit the spectrum of acceptable opinion, but allow very lively debate within that spectrum.",,,,,,606
,,,"Boy Scouts","Scout Oath: On my honor I will do my best to do my duty to God and my country and to obey the Scout Law; to help other people at all times; to keep myself physically strong, mentally awake, and morally straight.",,"www.scouting.org",,,,607
,,,"Boy Scouts","Scout Law: A Scout is trustworthy, loyal, helpful, friendly, courteous, kind, obedient, cheerful, thrifty, brave, clean, and reverent.",2017,,,"TRUSTWORTHY: A Scout tells the truth. He keeps his promises. Honesty is part of his code of conduct. People can depend on him.
LOYAL: A Scout is true to his family, Scout leaders, friends, school, and nation.
HELPFUL: A Scout is concerned about other people. He does things willingly for others without pay or reward.
FRIENDLY: A Scout is a friend to all. He is a brother to other Scouts. He seeks to understand others. He respects those with ideas and customs other than his own.
COURTEOUS: A Scout is polite to everyone regardless of age or position. He knows good manners make it easier for people to get along together.
KIND: A Scout understands there is strength in being gentle. He treats others as he wants to be treated. He does not hurt or kill harmless things without reason.
OBEDIENT: A Scout follows the rules of his family, school, and troop. He obeys the laws of his community and country. If he thinks these rules and laws are unfair, he tries to have them changed in an orderly manner rather than disobey them.
CHEERFUL: A Scout looks for the bright side of things. He cheerfully does tasks that come his way. He tries to make others happy.
THRIFTY: A Scout works to pay his way and to help others. He saves for unforeseen needs. He protects and conserves natural resources. He carefully uses time and property.
BRAVE: A Scout can face danger even if he is afraid. He has the courage to stand for what he thinks is right even if others laugh at or threaten him.
CLEAN: A Scout keeps his body and mind fit and clean. He goes around with those who believe in living by these same ideals. He helps keep his home and community clean.
REVERENT: A Scout is reverent toward God. He is faithful in his religious duties. He respects the beliefs of others.",,608
,,,"Epictetus","If you want to improve, be content to be thought foolish and stupid.",,,,,,609
,,,"Epictetus","It's not what happens to you, but how you react to it that matters.",,,,,,610
,,,"Epictetus","The key is to keep company only with people who uplift you, whose presence calls forth your best.",,,,,,611
,,,"Epictetus","Any person capable of angering you becomes your master; he can anger you only when you permit yourself to be disturbed by him.",,,,,,612
,,,"Epictetus","Other people's views and troubles can be contagious. Don't sabotage yourself by unwittingly adopting negative, unproductive attitudes through your associations with others.",,,,,,613
,,,"Epictetus","Circumstances don't make the man, they only reveal him to himself.",,,,,,614
,,,"Epictetus","It is impossible for a man to learn what he thinks he already knows.",,,,,,615
,,,"Epictetus","The greater the difficulty, the more glory in surmounting it. Skillful pilots gain their reputation from storms and tempests.",,,,,,616
,"Tim",,"Keller","The ultimate purpose of redemption is not to escape the material world, but to renew it.",,,,,,617
,"Ayn",,"Rand","There is no difference between communism and socialism, except in the means of achieving the same ultimate end: communism proposes to enslave men by force, socialism - by vote. It is merely a difference between murder and suicide.",,"Need to verify this quote",,,,618
,"Livermore",,"Jessee","All through time, people have basically acted and reacted the same way in the market as a result of: greed, fear, ignorance, and hope. That is why the numerical formations and patterns recur on a constant basis.",,,,,,619
,"David",,"Allen","Your mind is for having ideas, not holding them.",,,,,,620
,"Ralph","Waldo","Emerson","Life invests itself with inevitable conditions, which the unwise seek to dodge, which one and another brags that he does not know, that they do not touch him; but the brag is on his lips, the conditions are in his soul. If he escapes them in one part they attack him in another more vital part. If he has escaped them in form and in the appearance, it is because he has resisted his life and fled from himself, and the retribution is so much death.",,,,,,621
,"Charles",,"Koch","Talented people with bad values can do far more damage to a company than virtuous people with inferior talents.",,"From Good Profit: How Creating Value for Others Built One of the World’s Most Successful Companies",,,,622
,,,"Anonymous","As I get older, I realize:
#5 - The biggest lie I tell myself is, ""I don't need to write that down.  I'll remember it.""",,,,,,623
,"Nick",,"Saban","You can either suffer the pain of discipline or the pain of disappointment.",,"Sports Illustrated, 12-19-2017, ""Minkah Fitzpatrick's Best Isn't Good Enough for Minkah Fitzpatrick,"" by Stephanie Apstein",,"Magazine article date was 12-25-2017",8/26/2019 0:00:00,624
,"Clive","S","Lewis","Friendship is born at that moment when one person says to another 'What? You too? I thought I was the only one!'",,,,,,625
,"Sal",,"Khan","Research has shown that you can improve your ability to learn by changing how you think about learning. Learning isn’t about being ""smart""; instead, it’s about practicing and persevering through challenges.",,,,"Sal Khan is Founder & Executive Director of Khan Academy. This quote is from his email (1-6-2018 @ 9:26 PM) encouraging people to read his blog post ""Why I'll never tell my son he's smart"" https://www.khanacademy.org/talks-and-interviews/conversations-with-sal/a/the-learning-myth-why-ill-never-tell-my-son-hes-smart",1/16/2018 0:00:00,626
"Dr.","Adrian",,"Rogers","There are no problems too big to solve, just people too small to solve them.",,,,,,627
,,,"Proverb","The harder you work, the luckier you get.",,,,,,628
,,,"Proverb","The grass is greener when you water it.",,,,,,629
,"Henry",,"Hazlitt","A minority is in a very awkward position. The individuals in it can't afford to be just as good as the individuals in the majority. If they hope to convert the majority they have to be much better; and the smaller the minority, the better they have to be. They have to think better. They have to know more. They have to write better. They have to have better controversial manners. Above all, they have to have far more courage. And they have to be infinitely patient.",1964,"1993 collection of essays, The Wisdom of Henry Hazlitt",,"https://mises.org/library/hazlitts-reflections-70",,630
,,,"Unknown","Pain, difficulty and suffering typically leave us bitter or better, disabled or better equipped.",,"https://www.pinterest.es/pin/163537030195749251/",,"There are many variations of this quote about things leading us to be bitter or better. This was found on Pinterest related to a devotion on Romans 8:28 encouraging us to face our pain with the help of Jesus.",7/29/2019 0:00:00,631
,"Charles",,"Koch","Politicians often come up with misguided policy solutions because they suffer from Hayek's 'fatal conceit' and believe they can violate basic laws of economics. They are just as misguided as the man who jumps out the 14th floor of a building convinced that he can repeal the law of gravity.",2006,"From ""Private Enterprise"" interview by Stephen Moore on opinionjournal.com, Sunday, May 7, 2006",,,,632
,"Charles",,"Koch","[F.A. Harper's 1957 ""Why Wages Rise."" demonstrates] that wages rise not because of unions or government action, but because of marginal productivity gains--people get more money when they produce more value for other people.",2006,"From ""Private Enterprise"" interview by Stephen Moore on opinionjournal.com, Sunday, May 7, 2006",,,,633
,"Blaise",,"Pascal","Truth is so obscure in these times, and falsehood so established, that unless we love the truth, we cannot know it.",,,,,,634
,,,"Unknown","The Winner--is always part of the answer;
The Loser--is always part of the problem;
The Winner--always has a program;
The Loser--always has an excuse;
The Winner--says, ""Let me do it for you"";
The Loser--says, ""That’s not my job"";
The Winner--sees an answer for every problem;
The Loser--sees a problem for every answer;
The Winner--says, ""It may be difficult but it’s possible"";
The Loser--says, ""It may be possible but it’s too difficult"".
You have a choice.  Choose to be a Winner.",,,"According to Harvard and Sanford Universities’ research, 85% of the reason a person gets a job and gets ahead in that job is attitude.",,,635
,,,"Maxim","We should be glad God doesn't give us everything we ask for.",,,,,,636
,,,"Maxim","Love, not time, heals all wounds.",,,,,,637
,,,"Maxim","When you harbor bitterness, happiness will dock elsewhere.",,,,,,638
,,,"Maxim","A smile is an inexpensive way to improve your looks.",,,,,,639
,"Stephen",,"Hawking","The greatest enemy of knowledge is not ignorance; it is the illusion of knowledge.",,"https://www.treehugger.com/culture/12-life-lessons-mind-stephen-hawking.html",,,,640
,"Stephen",,"Hawking","Be curious. And however difficult life may seem, there is always something you can do and succeed at. It matters that you don’t just give up.",,"https://www.treehugger.com/culture/12-life-lessons-mind-stephen-hawking.html",,,,641
,"Stephen",,"Hawking","People won't have time for you if you are always angry or complaining.",,"https://www.treehugger.com/culture/12-life-lessons-mind-stephen-hawking.html",,,,642
,,,"Unknown","Your ego is not your amigo.",,,,,,643
,"Arthur","C.","Brooks","Building the best life does not require fealty to feelings in the name of authenticity, but rather rebelling against negative impulses and acting right even when we don’t feel like it.",2015,"From ""Choose to Be Grateful. It Will Make You Happier"", New York Times Sunday Review, 11-21-2015",,,,644
,"Charles",,"Murray","A good marriage is the best thing that can ever happen to you. Above all else, realize that this
cliché is true. The downside risks of marrying -- and they are real -- are nothing compared with
what you will gain from a good one.",2014,"Advice for a Happy Life, WSJ, 4-2-2014",,,,645
,"Albert",,"Einstein","The only source of knowledge is experience.",,,,,5/9/2018 0:00:00,646
,"John",,"Adams","Abuse of words has been the great instrument of sophistry and chicanery, of party, faction, and division of society.",1819,"Letter to J.H. Tiffany, March 31, 1819",,"Some things never change",9/9/2019 0:00:00,647
,"Thomas",,"Carlyle","Our main business is not to see what lies dimly at a distance, but to do what lies clearly at hand.",,,,"Jesus taught us in the Sermon on the Mount: ""So don't be anxious about tomorrow. God will take care of your tomorrow too. Live one day at a time."" (Matt. 6:34 TLB). As described by Dale Carnegie in his book ""How to Stop Worrying and Start Living,"" a certain medical student who was profoundly anxious about the future--graduating from school, establishing a practice, making a living. He was working himself into a nervous breakdown. Then one spring day in 187_ he read a quote from Thomas Carlyle that changed his thinking. This student, Sir William Osler later became one of the most famous physician of his era. He organized the Johns Hopkins School of Medicine and became Regius Professor of Medicine at Oxford. He was knighted by the king of England.",10/22/2018 0:00:00,648
,"John",,"Wooden","Our tendency is to hope that things will turn out the way we want them to, so much of the time, but we don’t do the things that are necessary to make those things become reality.",2001,"TED Talk 2001",,,,649
,"Atul",,"Gawande","[I suddenly remembered a lesson a professor had taught about brain function.] When people speak, they aren’t just expressing their ideas; they are, even more, expressing their emotions. And it’s the emotions that they really want heard.",2018,"https://www.newyorker.com/news/news-desk/curiosity-and-the-prisoner","Delivered as the commencement address at U.C.L.A. Medical School on Friday, June 1, 2018","From the New Yorker: ""Atul Gawande, a surgeon and public-health researcher, became a New Yorker staff writer in 1998""",9/24/2018 0:00:00,650
,"Chris",,"Henneman","Serendipity shapes careers. Who you meet, who you connect with, and who you build relationships with will define your professional journey, impacting not only the jobs you get, but also the experience you have in those jobs.",2014,"https://blogs.cfainstitute.org/investor/2014/01/01/six-networking-lessons-to-remember/",,,,651
,"Ray",,"Dalio","While you can have virtually anything you want, you can't have everything you want. Life is like a giant smorgasbord with more delicious alternatives than you can ever hope to taste. Choosing a goal often means rejecting some things you want in order to get other things that you want or need even more. Some people fail at this point, before they have even started. Afraid to reject a good alternative for a better one, they try to pursue too many goals at once, achieving few or none of them. Don't let yourself be paralyzed by all the choices.",2017,"Principles: Life & Work (quoted in https://www.cnbc.com/2018/08/15/bridgewaters-ray-dalio-quit-these-bad-habits-to-achieve-your-goals.html)",,"Especially like the first sentence. Since directly taken from the CNBC article I don't know that this isn't taken from multiple sections of the book.",11/5/2018 0:00:00,652
,"Randy",,"Pausch","Complaining does not work as a strategy. We all have finite time and energy. Any time we spend whining is unlikely to help us achieve our goals. And it won't make us happier.",,"The Last Lecture",,,,655
,"Wendell",,"Berry","He never complained. He seemed to have no instinct for the making much of oneself that complaining requires.",,"Jayber Crow",,,,656
,"Grace","Murray","Hopper","It is often easier to ask for forgiveness than to ask for permission.",,,,"US admiral & computer scientist; main developer of computer language COBOL 1960; developed concept of compiler. Lived 1906 - 1992.  Also, Grace Brewster Hopper",,657
,"Ravi",,"Zacharias","Jesus Christ did not come to make bad people good, but to make dead people alive.",,,,,,658
,"Grant",,"Cardone","As long as you are alive, you will either live to accomplish your own goals and dreams or be used as a resource to accomplish someone elses goals and dreams.",,"The 10x Rule: The Only Difference Between Success and Failure",,,,659
,"Grant",,"Cardone","People who assume the position of victim will never be secure, simply because they elect to turn over responsibilty to another party and because they never elect to know for themselves what they can do.",,"The 10x Rule: The Only Difference Between Success and Failure",,,,660
,"Grant",,"Cardone","Never take the position that things happen to you. Rather take the position that they happen because of something you did or did not do.",,"The 10x Rule: The Only Difference Between Success and Failure",,,,661
,"Grant",,"Cardone","Making massive action a discipline will break you through obscurity, which is your only real problem. Massive action will increase your value to the marketplace.",,"The 10x Rule: The Only Difference Between Success and Failure",,,,662
,"Grant",,"Cardone","Your energy is worth more than money. Energy is money.",,"The 10x Rule: The Only Difference Between Success and Failure",,,,663
,"Grant",,"Cardone","[Successful people] look for problems to resolve whereas the latter, the unsuccessful, make every attempt to avoid problems.",,"The 10x Rule: The Only Difference Between Success and Failure",,,,664
,"Grant",,"Cardone","Fear isn't bad or something to be avoided. Conversely, it's something you want to seek and then to embrace. Fear is actually a sign that you are doing what is needed to move in the right direction. An absence of concerns should signal that you are only doing that which you're comfortable with, and that will only get you more of what you have right now. ...use it as a signal of something you should do.",,"The 10x Rule: The Only Difference Between Success and Failure",,,,665
,"Grant",,"Cardone","Time actually fuels fear. It drives fear. The more time you devote to the object of your apprehension the stronger the fear becomes. So, I starve my fear of it's favorite food: time. …eat your fears, don't give them time to grow. …if you're not experiencing fear you're not taking new action.",,"The 10x Rule: The Only Difference Between Success and Failure",,,,666
,"Grant",,"Cardone","[Excuses are] just a revision of the facts that you make up to make yourself feel better about what you did or didn't do. …Slave and victims make excuses and will forever be destined to have leftovers and other scraps. ",,"The 10x Rule: The Only Difference Between Success and Failure",,,,667
,"Grant",,"Cardone","Successful people are willing to be uncomfortable. Those who succeed were, at one point or another in their life, willing to put themselves in situations that were uncomfortable.",,"The 10x Rule: The Only Difference Between Success and Failure",,,,668
,"Grant",,"Cardone","Successful people commit first and figure the rest out later.",,"The 10x Rule: The Only Difference Between Success and Failure",,,,669
,"G","K","Chesterton","In the matter of reforming things, as distinct from deforming them, there is one plain and simple principle; a principle which will probably be called a paradox. There exists in such a case a certain institution or law; let us say, for the sake of simplicity, a fence or gate erected across a road. The more modern type of reformer goes gaily up to it and says, ""I don’t see the use of this; let us clear it away."" To which the more intelligent type of reformer will do well to answer: ""If you don’t see the use of it, I certainly won’t let you clear it away. Go away and think. Then, when you can come back and tell me that you do see the use of it, I may allow you to destroy it.""

This paradox rests on the most elementary common sense. The gate or fence did not grow there. It was not set up by somnambulists who built it in their sleep. It is highly improbable that it was put there by escaped lunatics who were for some reason loose in the street. Some person had some reason for thinking it would be a good thing for somebody. And until we know what the reason was, we really cannot judge whether the reason was reasonable. It is extremely probable that we have overlooked some whole aspect of the question, if something set up by human beings like ourselves seems to be entirely meaningless and mysterious. There are reformers who get over this difficulty by assuming that all their fathers were fools; but if that be so, we can only say that folly appears to be a hereditary disease. But the truth is that nobody has any business to destroy a social institution until he has really seen it as an historical institution. If he knows how it arose, and what purposes it was supposed to serve, he may really be able to say that they were bad purposes, or that they have since become bad purposes, or that they are purposes which are no longer served. But if he simply stares at the thing as a senseless monstrosity that has somehow sprung up in his path, it is he and not the traditionalist who is suffering from an illusion.",,"The Thing: Why I Am A Catholic",,,,671
,"Wendell",,"Berry","The great enemy of freedom is the alignment of political power with wealth. This alignment destroys the commonwealth -- that is, the natural wealth of localities and the local economies of household, neighborhood, and community -- and so destroys democracy, of which the commonwealth is the foundation and practical means.",2002,"The Art of the Commonplace: The Agrarian Essays",,,,672
,,,"Aristotle","The mark of an educated mind is to be able to entertain a thought without accepting it.",,,,,,673
,"Tony",,"Vallelonga","The world is full of lonely people afraid to make the first move.",2018,"Green Book (movie)",,"Spoken by Tony ""Lip"" Vallelonga in Green Book. I did a Google search and couldn't find it quoted elsewhere.",11/27/2018 0:00:00,674
,"Andy",,"Stanley","Direction trumps intention every time.",2018,"Your Intention Please (8-19-2018 sermon)",,,,675
,,,"Augustine","You move us to delight in praising you; You have made us for Yourself, and our hearts are restless until they rest in You.",,,,,,676
,"Abraham",,"Lincoln","The best thing about the future is that it comes one day at a time.",,,,,,677
,"Jean",,"Giraudoux","Only the mediocre are always at their best.",,"Bloomberg QoD 1-3-2019","It is not realistic to think you can be your best all the time.",,,678
,"Martin",,"Luther","He has given me Everything. Forgiven me Everything. Promised me Everything. And I lack nothing except the faith to believe it.",,,,,,679
,"Josh",,"Kaufman","Feeling stupid doesn’t feel good, and the beginning of learning anything new is feeling stupid.",2018,"The First 20 Hours: How to Learn Anything",,,,680
,"Erica",,"Jong","Jealousy is all the fun you think they had.",,"Bloomberg QoD 1-15-2019",,,,681
,"Clive","S","Lewis","There are no ordinary people. You have never talked to a mere mortal. Nations, cultures, arts, civilizations - these are mortal, and their life is to ours as the life of a gnat. But it is immortals whom we joke with, work with, marry, snub and exploit - immortal horrors or everlasting splendors. This does not mean that we are to be perpetually solemn. We must play. But our merriment must be of that kind (and it is, in fact, the merriest kind) which exists between people who have, from the outset, taken each other seriously - no flippancy, no superiority, no presumption.",,,,,,682
,"George","E. P.","Box","Essentially, all models are wrong, but some are useful.",1987,"Empirical Model Building and Response Surfaces, John Wiley & Sons, New York, NY, pg 424",,,,683
,"Dwight","D.","Eisenhower","In preparing for battle I have always found that plans are useless, but planning is indispensable.",,,,,,684
,,,"Cyrus","Soft lands to breed soft men, wondrous fruits of the earth and valiant warriors grow not from the same soil.
Full context:
Seeing that Zeus grants lordship to the Persian people, and to you, Cyrus, among them, let us, after reducing Astyages, depart from the little and rugged land which we possess and occupy one that is better. There are many such lands on our borders, and many further distant. If we take one of these, we will all have more reasons for renown. It is only reasonable that a ruling people should act in this way, for when will we have a better opportunity than now, when we are lords of so many men and of all Asia?”

Cyrus heard them, and found nothing to marvel at in their design; “Go ahead and do this,” he said; “but if you do so, be prepared no longer to be rulers but rather subjects. Soft lands breed soft men; wondrous fruits of the earth and valiant warriors grow not from the same soil.
The Persians now realized that Cyrus reasoned better than they, and they departed, choosing rather to be rulers on a barren mountain side than dwelling in tilled valleys to be slaves to others.",,"Herodotus 9.122.3","In the sixth century BC, King Cyrus the Great founded the Persian Empire, the largest realm in human history to date. His advisors suggested that Cyrus relocate his people from their rugged homeland in southwestern Iran to a more imperial seat in one of the lush lands that they now controlled.",,,685
,,,"Cyrus","Whenever you can, act as a liberator. Freedom, dignity, wealth - these three together constitute the greatest happiness of humanity. If you bequeath all three to your people, their love for you will never die.",,,,,,686
,,,"Cyrus","A man's enjoyment of all good things is in exact proportion to the pains he has undergone to gain them.",,,,,,687
,,,"Cyrus","Success always calls for greater generosity - though most people, lost in the darkness of their own egos, treat it as an occasion for greater greed. Collecting boot is not an end itself, but only a means for building an empire. Riches would be of little use to us now - except as a means of winning new friends.",,,,"Not my ethos but does explain behaviour of some others",,688
,,,"Cyrus","Diversity in counsel, unity in command.",,,,,,689
,,,"Cyrus","All men have their frailties; and whoever looks for a friend without imperfections, will never find what he seeks.",,,,,,690
,,,"Cyrus","Brevity is the soul of command. Too much talking suggests desperation on the part of the leader. Speak shortly, decisively and to the point -- and couch your desires in such natural logic that no one can raise objections. Then move on.",,,,,,691
